"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BMZS92R5","book","2009","Committee on Identifying the Needs of the Forensic Sciences Community, National Research Council","Forensic Science in the United States: A Path Forward","","","","","","","2009","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","National Academics Press","","","","","","","","","bibtex: committee_on_identifying_the_needs_of_the_forensic_sciences_community_national_research_council_forensic_2009","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BN6SCRNU","conferencePaper","1996","Tweedie, Fiona J.; Corns, Thomas N.; Hale, J. K.; Cambell, G.; Holmes, David I.","'The Provenance of Christian Doctrine', Attributed to John Milton: An Evaluation of Alternative Statistical Methods","ALLC-ACH 96","","","","","","1996","2016-08-16 20:03:29","2017-01-09 08:41:08","","N/A","","","","","","","","","","","ALLC-ACH","Bergen, Norway","","","","","","","","Tweedie, Fiona J., T. N. Corns, J. K. Hale, G. Cambell, and D. I. Holmes. `The Provenance of Christian Doctrine,' Attributed to John Milton: An Evaluation of Alternative Statistical Methods. ALLC-ACH 96 Conference. University of Bergen. Bergen, Norway. 25-29 June 1996.  bibtex: tweedie_provenance_1996","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNJ9H5QK","journalArticle","1973","Michaelson, S.; Morton, A. Q.","Identifying Aristotle","Computer Calepraxis","","","","","","1973","2016-08-16 19:57:47","2017-01-07 19:32:33","","13-42","","","1","","","","","","","","","","","","","","","","","Michaelson, S., and A.Q. Morton. Identifying Aristotle. Computer Calepraxis 1 1973: 13-42.  bibtex: michaelson_identifying_1973","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNMBBKTN","journalArticle","2000","Rudman, Joseph","Non-Traditional Authorship Attribution Studies: Ignis Fatuus or Rosetta Stone?","Bibliographical Society of Australia and New Zealand Bulletin","","","","","","2000","2016-08-16 19:57:47","2017-01-09 08:41:08","","163-176","","3","24","","","","","","","","","","","","","","","","","---. Non-Traditional Authorship Attribution Studies: Ignis Fatuus or Rosetta Stone? Bibliographical Society of Australia and New Zealand Bulletin 24.3 2000: 163-176.  bibtex: rudman_non-traditional_2000","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNQRZDDQ","bookSection","1974","Ross, Donald Jr.","An EYEBALL View of Blake's <em>Songs of Innocence and Experience</em>","Computers in the Humanities","","","","","","1974","2016-08-16 19:58:11","2017-01-09 08:41:08","","94-110","","","","","","","","","","","Edinburgh University Press","Edinburgh","","","","","","","","---. An EYEBALL View of Blake's Songs of Innocence and Experience. In Computers in the Humanities. Ed. J. L. Mitchell. Edinburgh: Edinburgh University Press, 1974, pp. 94-110.  bibtex: ross_eyeball_1974","","","","#jr4","","Mitchell, J. L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNVVJGS9","journalArticle","2012","Mani, Inderjeet","Computational Modeling of Narrative","Synthesis Lectures on Human Language Technologies","","1947-4040, 1947-4059","10.2200/S00459ED1V01Y201212HLT018","http://www.morganclaypool.com/doi/abs/10.2200/S00459ED1V01Y201212HLT018","","2012-12-31","2017-01-03 10:39:27","2017-01-03 10:39:27","2013-04-23 13:48:12","1-142","","3","5","","","","","","","","","","en","","","","","","","bibtex: mani_computational_2012","","","","plot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BP5XBABP","journalArticle","1996","Hayward, Malcolm","Analysis of a Corpus of Poetry by a Connectionist Model of Poetic Meter","Poetics","","","","","","1996","2016-08-16 19:58:11","2017-01-04 16:41:39","","1-11","","1","24","","","","","","","","","","","","","","","","","Hayward, Malcolm. Analysis of a Corpus of Poetry by a Connectionist Model of Poetic Meter. Poetics 24 1996: 1-11.  bibtex: hayward_analysis_1996","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BP9XH38N","journalArticle","2011","Kestemont, M.","Een stylometrisch onderzoek naar Jan van Boendales auteurschap voor de <i>Brabantse yeesten</i>","Revue Belge de Philologie et d'Histoire -- Belgisch Tijdschrift voor Filologie en Geschiedenis","","","","","","2011","2017-01-03 09:59:56","2017-01-03 09:59:56","","1019-1048","","4","89","","","","","","","","","","","","","","","","","bibtex[owner=mike]  bibtex: kestemont_een_2011","","","","#mk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPXM3PGS","conferencePaper","2013","Eder, Maciej","Bootstrapping Delta: a safety-net in open-set authorship attribution","Digital Humanities 2013: Conference Abstracts, (Lincoln, NE)","","","","https://sites.google.com/site/computationalstylistics/preprints/m-eder_bootstrapping_delta.pdf?attredirects=0","","2013","2016-11-17 14:47:33","2017-01-23 09:57:18","","169-172","","","","","","","","","","","University of Nebraska-Lincoln","Lincoln, NE","","","","","","","","bibtex: eder_bootstrapping_2013","","","","AuthorshipAttribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Digital Humanities 2013: Conference Abstracts","","","","","","","","","","","","","","",""
"BQ6VFC8T","document","2012","McDonald, Andrew W. E.; Afroz, Sadia; Caliskan, Aylin; Stolerman, Ariel; Greenstadt, Rachel","Use Fewer Instances of the Letter ""i"": Toward Writing Style Anonymization.","","","","","","","2012","2016-08-16 16:43:38","2017-01-07 19:06:01","","","","","","","","","","","","","","","","","","","","","","bibtex: mcdonald_use_2012-1","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQH8PSUJ","book","2002","Stinson, Douglas R.","Cryptography: Theory and Practice","","","","","","","2002","2016-08-16 16:43:38","2017-01-02 21:57:02","","","","","","","","","","","","","Chapman & Hall/CRC","Boca Raton","","","","","","","","bibtex: stinson_cryptography:_2002","","","","#pj","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BS5HJA3P","journalArticle","2014","Luo, Wang; Li, Hongliang; Liu, Guanghui; Zeng, Liaoyuan","Semantic Annotation of Satellite Images Using Author - Genre - Topic Model","IEEE Transactions on Geoscience and Remote Sensing","","0196-2892","10.1109/TGRS.2013.2250978","","In this paper, we propose a novel hierarchical generative model, named author-genre-topic model (AGTM), to perform satellite image annotation. Different from the existing author-topic model in which each author and topic are associated with the multinomial distributions over topics and words, in AGTM, each genre, author, and topic are associated with the multinomial distributions over authors, topics, and words, respectively. The bias of the distribution of the authors with respect to the topics can be rectified by incorporating the distribution of the genres with respect to the authors. Therefore, the classification accuracy of documents is improved when the information of genre is introduced. By representing the images with several visual words, the AGTM can be used for satellite image annotation. The labels of classes and scenes of the images correspond to the authors and the genres of the documents, respectively. The labels of classes and scenes of test images can be estimated, and the accuracy of satellite image annotation is improved when the information of scenes is introduced in the training images. Experimental results demonstrate the good performance of the proposed method.","2014-02","2016-11-17 14:47:33","2017-01-09 08:41:08","","1356-1368","","2","52","","","","","","","","","","","","","","","IEEE Xplore","","bibtex: luo_semantic_2014","","","","AuthorshipAttribution; genre; TopicModeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSDK8KEU","newspaperArticle","1966","O'Toole, Thomas","Erudite I.B.M. 360 Helping Scholars","New York Times","","","","","","1966","2016-08-16 19:43:22","2017-01-07 20:43:56","","N/A","","","","","","","","","","","","","","","","","","","","O'Toole, Thomas. Erudite I.B.M. 360 Helping Scholars. New York Times February 20, 1966, 26.  bibtex: otoole_erudite_1966","","","","#jr1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSE8PW6F","journalArticle","2003","Somers, Harold; Tweedie, Fiona","Authorship Attribution and Pastiche","Computers and the Humanities","","","","","","2003","2016-08-16 16:43:38","2017-01-08 14:04:43","","407-429","","4","37","","","","","","","","","","","","","","","","","bibtex: somers_authorship_2003","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSNU7SZV","book","1976","Bruno, Agnes M.","Toward a Quantitative Methodology for Stylistic Analysis","","","","","","","1976","2016-08-16 19:58:11","2017-01-02 20:37:56","","","","","","","","","","","","","University of California Press","Berkeley","","","","","","","","Bruno, Agnes M. Toward a Quantitative Methodology for Stylistic Analysis. Number 109 in University of California Publications in Modern Philology. Berkeley: University of California Press, 1974. Review by Dolores M. Burton in CHum 10 1976: 299.  bibtex: bruno_toward_1976","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSUIN9MG","journalArticle","1978","Morton, A. Q.; Michaelson, S.; Wake, W. C.","Sentence Length Distributions in Greek Hexameters and Homer","ALLC Bulletin","","","","","","1978","2016-08-16 19:57:47","2017-01-07 20:18:44","","254-267","","3","6","","","","","","","","","","","","","","","","","Michaelson, S., A.Q. Morton, and W.C. Wake. Sentence Length Distributions in Greek Hexameters and Homer. ALLC Bulletin 6.3 1978: 254-267.  bibtex: morton_sentence_1978","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BT365BXN","journalArticle","2012","Miranda García, Antonio; Calle Martín, Javier","Testing Delta on the <em>Disputed Federalist Papers</em>","Journal of English Studies","","","","","","2012","2016-08-16 19:57:47","2017-01-09 08:41:08","","133-150","","2","12","","","","","","","","","","","","","","","","","---. Testing Delta on the Disputed Federalist Papers International Journal of English Studies 12.2 2012: 133-150.  bibtex: miranda_garcia_testing_2012","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BT38BZJ6","bookSection","1995","Tanselle, G. Thomas","The Varieties of Scholarly Editing","Scholarly Editing: A Guide to Reasearch","","","","","","1995","2016-08-16 19:43:22","2017-01-09 08:41:08","","9-32","","","","","","","","","","","Modern Language Association of America","New York","","","","","","","","---. The Varieties of Scholarly Editing. In Scholarly Editing: A Guide to Reasearch. Ed. D.C. Greetham. New York: Modern Language Association of America, 1995, 9-32.  bibtex: tanselle_varieties_1995","","","","#jr1","","Greetham, D. C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BT8J6IWM","bookSection","2006","Juola, Patrick","Authorship Attribution for Electronic Documents","Advances in Digital Forensics II","","","","","","2006","2016-08-16 16:43:38","2017-01-09 08:41:08","","119–130","","","222","","","","International Federal for Information Processing","","","","Springer","Boston","","","","","","","","bibtex: juola_authorship_2006","","","","#pj","","Olivier, Martin; Shenoi, Sujeet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
